Timestamp,Source IP,Destination Port,Protocol,Bytes Transferred,IOT Devices,Response Time,Status
2024-08-12 07:37:51,101.140.15.38,63548,UDP,2181,smart vaccums,340,success
2024-03-15 14:17:58,77.75.7.159,17576,UDP,16418,smart bulb system,494,success
2024-01-18 14:04:23,97.253.2.243,28136,ICMP,49041,smart camera system,350,failure
2024-04-19 11:44:17,153.192.27.41,9041,ICMP,32070,smart camera system,333,failure
2024-08-06 01:12:07,211.159.106.130,48145,TCP,34492,smart vaccums,339,timeout
2024-04-03 16:48:31,55.186.251.217,4962,TCP,12870,smart camera system,195,success
2024-03-30 23:13:59,55.130.115.229,62635,TCP,4934,alexa,363,failure
2024-01-15 01:10:45,129.116.88.125,39557,UDP,35801,smart vaccums,329,success
2024-05-16 12:43:45,97.18.80.139,26725,TCP,47901,alexa,357,failure
2024-06-17 22:02:08,167.248.124.65,44967,ICMP,26866,alexa,35,failure
2024-07-12 17:52:03,124.118.113.63,12775,ICMP,25978,smart bulb system,328,success
2024-06-29 11:46:37,153.167.77.154,65330,TCP,74902,alexa,42,timeout
2024-03-12 05:35:57,37.85.39.187,26144,ICMP,98781,alexa,164,failure
2024-05-29 18:37:56,71.196.124.24,64559,UDP,32434,smart bulb system,484,failure
2024-05-14 17:06:52,119.39.235.136,62132,TCP,23577,smart vaccums,283,failure
2024-04-15 20:03:49,72.125.174.97,54945,UDP,13907,smart bulb system,132,success
2024-02-04 22:08:05,62.241.39.122,32455,TCP,64589,smart vaccums,126,success
2024-04-26 03:59:45,236.155.114.156,40996,TCP,51930,alexa,306,success
2024-01-30 21:17:24,231.158.193.219,52955,TCP,94886,smart vaccums,437,failure
2024-07-26 09:27:02,178.65.46.29,19197,TCP,10030,smart bulb system,190,success
2024-03-19 17:28:01,56.155.252.154,33585,ICMP,14400,alexa,9,success
2024-03-18 05:15:01,68.86.177.77,16873,TCP,82569,alexa,347,failure
2024-04-22 19:49:20,128.84.252.235,64491,TCP,2317,smart vaccums,28,failure
2024-07-11 12:40:18,179.23.244.50,60340,ICMP,4815,smart vaccums,212,failure
2024-01-07 15:10:42,16.89.141.33,22550,TCP,86409,smart vaccums,490,success
2024-08-12 07:09:14,162.140.58.245,31224,ICMP,44006,smart camera system,112,failure
2024-06-12 13:04:58,245.145.138.107,31527,TCP,54994,smart bulb system,335,failure
2024-03-04 14:13:04,224.248.99.94,63519,UDP,65473,smart vaccums,9,failure
2024-05-28 11:07:41,48.51.236.146,9202,UDP,83274,smart camera system,499,failure
2024-01-30 19:59:15,104.62.153.100,23291,TCP,99576,smart bulb system,430,failure
2024-04-11 10:42:32,120.117.77.42,10837,ICMP,15166,smart vaccums,230,timeout
2024-07-19 12:51:20,103.23.147.245,32757,UDP,69789,alexa,266,success
2024-02-26 06:24:01,101.252.91.155,19957,ICMP,70675,smart bulb system,118,failure
2024-05-09 10:28:04,31.147.70.94,33436,ICMP,20709,smart camera system,468,failure
2024-06-11 10:29:09,94.64.130.111,58510,ICMP,21436,smart camera system,117,failure
2024-04-09 21:45:29,233.45.8.17,34234,UDP,3987,smart bulb system,422,timeout
2024-06-29 08:06:48,60.99.20.73,11598,UDP,81821,smart camera system,259,timeout
2024-02-07 19:40:50,47.116.83.229,64057,UDP,26946,smart vaccums,226,timeout
2024-05-25 12:16:16,147.87.12.253,53875,UDP,67505,alexa,405,timeout
2024-07-10 17:09:11,184.36.239.185,21711,UDP,3546,smart bulb system,369,timeout
2024-04-28 20:33:51,49.30.24.12,14223,ICMP,72419,smart bulb system,204,success
2024-07-16 09:21:35,158.191.234.14,33927,UDP,16677,smart camera system,172,failure
2024-07-03 16:26:02,163.60.30.94,54557,ICMP,28727,alexa,224,timeout
2024-03-26 15:28:54,125.190.110.35,29331,ICMP,10045,smart vaccums,330,success
2024-04-04 22:06:45,33.5.140.170,30743,UDP,9005,smart bulb system,93,success
2024-05-28 22:46:20,61.101.20.130,51952,UDP,87115,smart camera system,360,success
2024-06-25 01:30:35,180.17.185.150,24488,UDP,23448,smart camera system,296,failure
2024-03-20 19:55:31,27.184.68.31,8993,ICMP,41435,smart vaccums,458,failure
2024-03-31 03:48:27,27.203.229.239,11277,UDP,22474,smart bulb system,487,success
2024-05-03 01:11:39,219.0.153.143,15255,ICMP,2524,smart camera system,462,success
2024-06-28 15:36:58,30.225.139.42,33465,UDP,86885,alexa,297,success
2024-06-11 11:44:18,187.108.247.199,6146,ICMP,31165,smart vaccums,31,success
2024-02-01 13:26:00,16.100.126.77,31752,ICMP,23903,smart vaccums,298,failure
2024-06-23 16:41:17,172.236.185.13,2090,ICMP,60191,smart vaccums,61,success
2024-03-21 13:48:22,203.196.98.17,31032,UDP,9231,alexa,79,failure
2024-06-13 08:07:33,177.234.33.125,43113,UDP,63777,alexa,384,failure
2024-08-12 19:10:18,39.206.184.112,22369,ICMP,30406,smart vaccums,402,failure
2024-01-28 15:53:19,62.169.50.249,52715,ICMP,89848,alexa,81,timeout
2024-04-05 03:22:47,62.224.16.10,36269,ICMP,10059,smart camera system,278,timeout
2024-06-18 13:04:45,141.51.169.192,37496,ICMP,64029,alexa,496,failure
2024-02-19 08:08:59,167.24.249.18,48384,UDP,88835,smart bulb system,430,timeout
2024-07-13 15:12:18,32.157.210.216,53106,UDP,34987,smart camera system,190,timeout
2024-07-03 15:06:34,113.232.248.138,59036,ICMP,90709,smart camera system,299,success
2024-08-11 10:30:00,193.29.39.246,17902,TCP,96512,smart bulb system,447,timeout
2024-02-29 11:59:56,127.51.242.145,21104,ICMP,61298,smart camera system,211,failure
2024-01-01 01:21:15,134.7.116.31,33065,UDP,5407,smart bulb system,332,timeout
2024-04-01 12:35:19,232.203.178.192,12211,ICMP,63026,smart bulb system,400,timeout
2024-06-07 20:16:46,231.247.211.106,56696,TCP,93768,smart camera system,351,failure
2024-06-24 15:09:41,13.114.2.162,51377,UDP,92977,smart vaccums,167,failure
2024-07-30 08:03:27,220.166.31.48,53108,ICMP,6974,smart vaccums,287,success
2024-06-18 16:03:59,141.243.208.188,51174,TCP,41727,alexa,72,timeout
2024-08-01 00:51:58,73.29.84.185,30231,UDP,3066,smart camera system,310,failure
2024-04-12 22:55:29,107.29.240.12,50169,TCP,29239,smart vaccums,169,timeout
2024-01-15 14:44:52,132.192.97.70,50028,UDP,98269,smart camera system,51,timeout
2024-03-30 08:11:17,76.0.59.120,52787,UDP,9615,smart vaccums,179,success
2024-06-10 22:01:14,124.165.0.217,50867,UDP,86974,smart camera system,279,failure
2024-04-03 10:01:29,148.181.53.225,9500,TCP,86896,alexa,357,success
2024-05-12 02:44:36,115.72.161.60,26529,UDP,3969,smart camera system,227,failure
2024-03-01 20:43:14,99.237.153.227,34761,TCP,63434,alexa,259,success
2024-05-01 17:33:50,211.119.74.195,28589,UDP,93158,smart bulb system,390,success
2024-03-10 04:57:30,13.2.151.12,46198,ICMP,75550,alexa,184,failure
2024-07-04 12:58:13,10.253.253.13,48582,UDP,17767,smart camera system,402,timeout
2024-03-07 21:33:33,75.8.145.166,18280,TCP,75928,smart camera system,406,timeout
2024-04-21 13:22:58,144.35.242.251,19465,ICMP,19653,smart vaccums,190,timeout
2024-04-03 01:16:37,150.167.180.28,48334,UDP,97048,smart camera system,330,success
2024-05-17 08:13:44,35.6.159.176,36983,UDP,98539,smart camera system,78,success
2024-05-04 17:09:18,95.240.144.95,43778,UDP,16788,smart bulb system,381,timeout
2024-01-15 05:02:12,189.249.250.68,2521,UDP,58684,alexa,411,failure
2024-05-08 16:01:47,117.121.136.51,9512,UDP,55398,smart vaccums,499,failure
2024-04-18 15:56:55,250.204.43.143,54741,TCP,27506,smart bulb system,196,success
2024-05-16 14:47:19,47.25.147.178,12137,TCP,68007,smart bulb system,290,success
2024-04-29 11:08:22,118.121.156.26,30745,ICMP,66986,alexa,326,success
2024-01-29 10:02:50,196.163.57.210,53051,ICMP,37195,smart vaccums,485,success
2024-01-24 09:06:52,171.193.89.71,16137,ICMP,4027,smart bulb system,362,timeout
2024-04-18 13:18:00,183.26.18.140,42665,TCP,45411,smart camera system,281,failure
2024-04-18 00:11:25,121.34.158.41,23395,UDP,57167,alexa,216,success
2024-07-25 02:02:46,53.224.51.175,41078,ICMP,22487,smart camera system,185,timeout
2024-08-18 03:39:14,35.121.244.26,24070,TCP,30616,smart bulb system,423,failure
2024-08-16 00:45:06,198.40.158.43,5632,ICMP,57802,alexa,162,timeout
2024-05-06 02:52:32,53.244.112.119,51531,TCP,70556,smart vaccums,273,failure
2024-05-04 23:03:53,229.190.25.147,8810,TCP,81858,smart bulb system,60,failure
2024-06-01 07:05:01,170.140.204.248,58998,UDP,55825,smart vaccums,25,timeout
2024-07-05 08:07:05,158.220.65.213,13456,UDP,29454,smart vaccums,61,failure
2024-06-27 04:58:28,223.152.233.65,34415,ICMP,59314,smart vaccums,99,failure
2024-05-11 14:36:59,12.0.2.75,15103,TCP,23046,smart camera system,228,timeout
2024-08-17 08:11:46,20.223.227.143,18005,UDP,35738,alexa,234,failure
2024-02-19 21:44:09,11.18.57.213,14862,UDP,50694,smart vaccums,435,success
2024-03-13 09:02:11,45.211.215.157,24258,ICMP,85014,smart vaccums,487,failure
2024-01-08 21:02:09,188.244.182.179,39691,UDP,98902,smart bulb system,21,failure
2024-04-24 02:34:17,13.193.3.62,49317,UDP,41805,smart bulb system,96,failure
2024-01-15 20:21:13,142.198.232.91,37594,TCP,1151,alexa,200,failure
2024-06-22 23:21:52,80.61.52.124,50204,ICMP,30153,smart bulb system,341,failure
2024-06-16 22:10:18,71.255.17.79,6316,TCP,40814,alexa,307,failure
2024-07-17 16:31:52,208.193.193.170,24693,TCP,6963,alexa,132,timeout
2024-03-20 02:36:16,214.3.209.145,49117,UDP,24802,smart bulb system,258,timeout
2024-07-02 15:31:20,52.59.139.171,7238,TCP,7982,alexa,153,success
2024-07-27 20:49:57,212.105.139.50,15848,UDP,3028,smart vaccums,4,timeout
2024-07-13 08:48:44,53.179.119.152,42696,ICMP,94667,smart bulb system,110,failure
2024-05-08 14:36:07,44.148.107.157,10730,UDP,58711,alexa,427,success
2024-07-28 03:00:25,169.215.147.56,29660,ICMP,53665,smart vaccums,361,success
2024-05-27 07:05:26,232.69.3.47,56882,TCP,30795,smart camera system,194,timeout
2024-07-06 11:53:54,225.64.17.38,31425,ICMP,63360,smart bulb system,418,success
2024-02-16 21:44:36,36.116.98.125,24658,TCP,64462,smart bulb system,339,timeout
2024-05-14 01:59:33,21.147.214.253,25584,ICMP,49782,alexa,349,failure
2024-02-15 05:23:39,254.201.117.128,23100,UDP,93325,smart bulb system,186,failure
2024-07-16 21:47:22,175.62.23.204,16654,UDP,97120,alexa,126,failure
2024-04-07 18:36:05,90.4.45.247,8500,UDP,79400,alexa,78,failure
2024-05-03 04:34:25,40.2.28.39,58841,TCP,54308,smart bulb system,187,timeout
2024-03-31 19:27:27,177.185.15.20,25170,UDP,3197,smart vaccums,388,failure
2024-06-23 21:35:54,43.8.96.34,14687,UDP,2202,smart vaccums,419,timeout
2024-03-07 03:11:32,162.84.189.103,52781,TCP,94649,smart camera system,277,timeout
2024-08-03 22:21:52,228.124.144.64,12905,ICMP,69794,smart bulb system,484,success
2024-07-16 05:32:33,72.9.218.211,57516,ICMP,35769,smart bulb system,151,success
2024-01-30 01:49:52,117.197.52.169,46171,ICMP,53155,smart camera system,216,success
2024-01-04 00:40:45,64.68.218.90,16783,UDP,76593,smart bulb system,140,failure
2024-06-14 20:36:44,153.139.118.39,23111,ICMP,58863,alexa,448,success
2024-04-15 17:07:09,161.107.253.224,47635,ICMP,86232,smart vaccums,108,failure
2024-02-20 20:13:53,5.247.20.187,5427,ICMP,70238,smart vaccums,442,failure
2024-05-17 09:50:45,130.206.210.170,49561,TCP,56202,alexa,376,success
2024-06-10 03:39:40,244.75.99.27,50194,TCP,84619,smart vaccums,4,failure
2024-04-17 15:41:23,176.228.158.159,42323,TCP,27678,alexa,399,failure
2024-05-21 13:59:36,51.244.10.47,21064,UDP,52505,alexa,49,failure
2024-04-14 23:02:58,238.112.110.4,43298,UDP,53521,smart camera system,168,timeout
2024-04-06 01:54:26,255.111.230.95,8294,ICMP,93020,alexa,344,failure
2024-01-07 09:09:45,231.83.95.78,4639,UDP,70835,smart vaccums,311,failure
2024-06-01 18:11:11,12.116.211.229,58517,TCP,77337,smart bulb system,474,success
2024-02-10 16:21:29,131.87.241.97,30301,ICMP,93375,alexa,108,timeout
2024-02-21 02:37:58,137.204.37.212,19309,ICMP,57380,smart bulb system,275,success
2024-02-07 18:23:37,72.251.124.126,48174,ICMP,39253,smart vaccums,37,failure
2024-01-27 11:02:10,103.125.113.131,60675,TCP,20836,alexa,241,timeout
2024-01-02 02:05:50,251.240.120.9,49677,ICMP,2436,smart bulb system,282,failure
2024-06-02 02:52:39,96.206.112.236,20395,ICMP,89021,smart camera system,21,failure
2024-05-08 02:14:39,180.57.56.128,32891,UDP,60041,smart bulb system,209,failure
2024-03-30 06:03:34,94.125.132.66,29242,UDP,4680,alexa,435,timeout
2024-01-27 18:23:54,46.24.215.123,5375,UDP,89714,smart camera system,88,success
2024-03-11 18:29:53,223.96.204.76,59850,ICMP,32205,alexa,138,timeout
2024-05-11 00:55:24,55.180.218.30,40783,UDP,13091,smart vaccums,300,timeout
2024-07-18 01:12:41,204.243.82.210,4684,ICMP,53697,alexa,61,success
2024-02-07 02:27:16,173.156.134.24,62295,UDP,26486,smart bulb system,159,success
2024-05-09 16:29:55,248.37.208.218,1917,ICMP,28473,alexa,150,success
2024-03-13 04:08:56,216.196.131.203,31746,TCP,8099,alexa,449,success
2024-02-12 18:06:29,71.67.37.182,9141,TCP,78269,smart vaccums,356,success
2024-01-05 13:56:23,244.103.206.128,18347,TCP,56916,smart bulb system,156,failure
2024-03-22 07:49:12,37.79.243.6,6285,UDP,34405,smart camera system,434,success
2024-04-29 02:17:40,170.154.2.4,29873,ICMP,16861,smart vaccums,485,failure
2024-04-04 22:41:43,134.240.188.82,45570,TCP,54962,alexa,160,timeout
2024-04-29 21:55:48,232.141.154.57,10914,ICMP,44973,smart vaccums,119,failure
2024-02-14 08:37:24,244.209.129.207,32989,UDP,11457,smart bulb system,297,timeout
2024-02-05 15:13:36,184.74.36.133,10036,UDP,43028,smart camera system,385,success
2024-02-15 21:40:02,155.74.226.62,27327,TCP,1157,smart vaccums,81,success
2024-01-13 10:48:01,255.49.107.91,39267,UDP,11236,alexa,250,success
2024-07-15 17:41:28,53.5.51.2,33598,UDP,3308,alexa,125,success
2024-01-22 10:19:43,30.242.187.175,20569,UDP,12622,smart bulb system,17,success
2024-06-14 16:21:06,3.101.176.71,12191,ICMP,12581,smart vaccums,334,timeout
2024-03-16 21:09:58,182.201.32.84,21497,ICMP,56457,smart camera system,164,failure
2024-04-23 21:06:53,60.215.103.150,50409,ICMP,22113,alexa,73,timeout
2024-08-16 00:51:39,6.128.34.121,35953,ICMP,59892,smart camera system,214,success
2024-08-03 06:53:24,123.75.240.98,33866,UDP,9557,smart bulb system,95,failure
2024-02-01 19:29:40,212.68.14.81,9656,TCP,4565,alexa,416,timeout
2024-04-08 08:27:42,112.40.72.156,10271,UDP,79132,alexa,185,success
2024-03-16 21:20:35,110.6.235.194,61964,UDP,58472,smart camera system,350,failure
2024-03-05 16:18:09,142.119.186.217,24072,TCP,25156,alexa,192,timeout
2024-04-03 23:30:03,205.184.166.235,30191,UDP,45902,smart bulb system,343,success
2024-06-20 03:26:22,57.193.206.128,19536,UDP,99509,smart camera system,450,success
2024-07-04 17:11:45,189.121.14.241,57036,UDP,97026,alexa,422,failure
2024-02-08 03:17:39,239.40.37.221,33767,ICMP,29013,smart vaccums,83,timeout
2024-03-04 05:41:08,84.52.164.96,11878,TCP,91245,smart camera system,1,failure
2024-07-24 18:05:25,109.201.22.128,36403,TCP,23510,smart vaccums,307,failure
2024-02-22 09:16:10,161.211.205.74,21825,ICMP,63769,smart camera system,3,failure
2024-02-10 08:58:29,107.2.142.124,31767,UDP,39154,smart vaccums,209,timeout
2024-07-15 09:27:20,213.80.28.41,19067,ICMP,31085,smart camera system,239,success
2024-03-31 01:31:29,101.173.84.35,30923,ICMP,97994,smart bulb system,199,failure
2024-03-10 05:21:18,164.197.179.27,38322,ICMP,83104,smart vaccums,154,failure
2024-04-15 00:22:32,90.13.244.115,50312,ICMP,27293,smart bulb system,263,timeout
2024-07-26 10:56:25,75.56.81.176,53176,UDP,2725,smart vaccums,490,success
2024-07-06 23:26:06,146.234.107.110,29518,ICMP,83993,smart bulb system,119,timeout
2024-05-21 15:30:05,174.249.168.146,4720,ICMP,59019,smart camera system,333,success
2024-07-10 09:10:43,35.143.89.219,42719,TCP,35777,alexa,16,timeout
2024-01-23 22:44:40,185.11.38.9,12461,TCP,8179,smart camera system,374,timeout
2024-04-20 14:41:41,222.197.32.205,41384,UDP,6144,smart camera system,54,timeout
2024-04-26 14:32:11,80.25.217.232,16845,TCP,8422,smart vaccums,32,timeout
2024-08-17 23:16:37,23.174.67.107,54261,TCP,55768,smart vaccums,110,failure
2024-06-13 17:04:55,193.249.149.154,11112,ICMP,30365,alexa,391,timeout
2024-01-08 08:55:14,77.0.89.8,26161,TCP,1108,alexa,228,success
2024-08-17 11:18:35,132.160.247.157,30793,ICMP,27158,alexa,320,failure
2024-04-02 05:02:19,157.109.191.226,38938,TCP,10932,smart bulb system,410,timeout
2024-03-17 20:38:29,184.136.102.187,6284,TCP,92188,smart bulb system,349,timeout
2024-05-02 17:38:09,128.160.8.22,46438,TCP,88477,smart vaccums,362,success
2024-03-20 09:47:55,39.236.15.145,51971,ICMP,83539,smart camera system,60,success
2024-04-19 04:10:04,1.45.190.19,24602,TCP,29479,smart camera system,322,timeout
2024-04-22 20:02:16,159.249.137.11,16834,UDP,59247,smart bulb system,145,failure
2024-03-02 11:24:23,168.153.142.180,60768,ICMP,46117,smart camera system,60,failure
2024-06-17 15:08:06,71.201.148.204,26937,ICMP,46956,smart camera system,333,success
2024-04-24 16:07:00,198.43.57.168,40341,ICMP,50317,alexa,285,timeout
2024-06-04 22:32:44,104.130.101.25,30952,ICMP,89654,alexa,84,success
2024-07-29 08:59:05,39.157.16.255,40802,UDP,47286,smart bulb system,230,failure
2024-05-31 03:22:30,128.223.35.204,50691,ICMP,15899,smart vaccums,375,failure
2024-07-28 07:19:19,10.114.6.249,9308,TCP,77607,smart camera system,492,success
2024-05-17 22:24:43,61.83.14.89,50170,ICMP,28516,alexa,407,success
2024-07-10 07:14:51,186.213.48.114,58937,ICMP,78762,smart vaccums,276,failure
2024-05-19 02:55:56,242.86.158.202,42450,UDP,53597,smart camera system,336,timeout
2024-06-01 12:22:44,9.106.145.162,15076,TCP,65402,smart bulb system,328,timeout
2024-05-17 14:09:56,71.44.150.47,26734,UDP,68773,smart bulb system,307,failure
2024-04-16 13:35:12,215.118.220.8,55303,TCP,63479,smart bulb system,368,success
2024-02-16 14:25:42,63.38.79.1,49691,UDP,60040,smart camera system,32,failure
2024-05-31 10:43:25,229.38.147.123,28609,UDP,98444,smart camera system,194,failure
2024-01-03 12:40:08,206.11.62.28,9042,UDP,18874,smart camera system,64,failure
2024-04-06 11:32:37,180.68.243.199,51561,UDP,32326,smart camera system,16,failure
2024-05-20 08:11:05,83.158.184.87,26852,TCP,46259,smart vaccums,16,failure
2024-06-07 04:48:32,29.60.144.50,19221,ICMP,617,smart bulb system,427,failure
2024-06-06 04:58:00,120.223.22.124,10529,ICMP,91119,smart vaccums,218,success
2024-08-06 01:43:18,132.46.125.21,39039,ICMP,57596,smart bulb system,123,failure
2024-06-06 21:05:12,89.59.159.254,25198,ICMP,8331,smart bulb system,358,failure
2024-05-06 21:31:11,9.36.55.253,54612,ICMP,95678,smart vaccums,366,success
2024-05-21 21:00:56,20.117.56.95,46700,ICMP,96537,smart vaccums,149,timeout
2024-06-13 08:16:26,43.245.144.18,9187,UDP,59699,smart bulb system,237,success
2024-08-10 16:35:15,163.248.58.201,37930,ICMP,13572,smart camera system,226,timeout
2024-01-04 13:55:55,236.73.158.96,34628,UDP,59529,smart bulb system,288,timeout
2024-02-25 14:24:47,236.71.191.82,56047,ICMP,95618,smart vaccums,407,timeout
2024-04-22 14:02:10,190.233.59.6,35776,TCP,3443,smart camera system,274,failure
2024-04-14 06:55:03,126.6.106.55,29589,TCP,12566,alexa,14,failure
2024-06-16 00:36:45,112.83.91.55,19829,ICMP,32880,smart bulb system,172,timeout
2024-08-03 01:06:04,132.16.243.255,48010,ICMP,99033,smart vaccums,432,timeout
2024-07-01 01:40:35,179.169.211.134,52529,TCP,36978,alexa,391,timeout
2024-03-22 05:22:05,84.135.194.76,21659,TCP,30328,smart vaccums,340,failure
2024-05-23 22:44:52,31.175.208.48,36057,UDP,49861,smart bulb system,140,failure
2024-06-05 22:38:22,91.38.100.187,44176,TCP,87776,smart camera system,439,success
2024-03-23 14:52:25,60.112.61.87,40678,TCP,68268,smart bulb system,216,failure
2024-01-25 09:36:21,23.204.205.54,51578,ICMP,20508,smart camera system,115,success
2024-01-14 04:34:17,243.55.230.53,36727,ICMP,83108,smart camera system,157,failure
2024-03-06 09:56:37,182.209.227.108,1645,UDP,5712,smart vaccums,145,success
2024-01-11 13:53:52,90.184.169.64,34507,TCP,75239,alexa,153,timeout
2024-02-27 01:16:02,128.209.156.18,8029,UDP,23660,smart camera system,113,success
2024-04-14 19:55:39,138.31.23.68,38289,TCP,60479,smart bulb system,55,success
2024-04-18 12:08:07,150.116.232.169,64323,TCP,55736,smart bulb system,164,timeout
2024-06-16 19:03:01,167.240.152.5,34581,UDP,37119,alexa,417,success
2024-04-17 08:27:59,46.42.135.45,44059,ICMP,68586,smart vaccums,205,failure
2024-07-21 12:42:18,178.177.111.118,38269,ICMP,53079,smart bulb system,147,failure
2024-05-03 03:15:18,178.219.10.90,34261,ICMP,82336,smart vaccums,165,timeout
2024-03-30 20:30:37,243.136.158.237,35321,ICMP,68026,smart bulb system,409,success
2024-07-16 23:37:32,252.213.93.172,4054,TCP,51323,alexa,489,success
2024-04-30 22:25:35,69.92.198.202,19744,TCP,29678,smart bulb system,376,success
2024-01-23 00:49:28,19.79.196.137,33230,ICMP,38869,smart bulb system,253,timeout
2024-01-10 05:46:50,183.135.27.15,61984,UDP,33449,smart vaccums,237,timeout
2024-01-14 21:19:16,228.108.231.103,27372,ICMP,56021,alexa,311,timeout
2024-01-21 19:42:34,171.106.19.203,51096,UDP,16538,alexa,472,success
2024-06-15 23:38:59,10.102.72.116,27226,UDP,75559,smart vaccums,58,failure
2024-05-21 19:59:16,105.18.56.10,14620,TCP,38725,smart vaccums,177,timeout
2024-05-21 23:23:45,50.251.64.186,41287,TCP,33701,alexa,411,timeout
2024-04-03 21:04:12,104.171.179.224,43397,UDP,61545,smart bulb system,339,timeout
2024-03-30 01:12:08,7.89.247.80,31201,ICMP,75754,smart vaccums,473,timeout
2024-03-13 19:37:01,54.55.15.239,50597,ICMP,17544,smart camera system,129,failure
2024-06-26 00:05:49,98.33.86.147,49983,UDP,54144,alexa,300,timeout
2024-02-25 09:39:13,207.121.252.127,34156,ICMP,77667,smart camera system,372,timeout
2024-02-07 01:45:17,104.113.202.175,18937,UDP,5232,alexa,343,failure
2024-08-08 21:14:31,212.4.106.127,25793,TCP,35098,alexa,398,timeout
2024-04-15 20:03:30,144.142.148.61,7010,ICMP,98126,alexa,138,failure
2024-01-05 05:29:12,38.37.145.138,37031,UDP,65604,smart vaccums,155,timeout
2024-04-24 09:38:18,184.182.172.118,55760,ICMP,36701,smart vaccums,197,success
2024-04-28 22:22:51,163.31.66.224,6960,ICMP,53057,smart camera system,287,failure
2024-06-10 18:38:43,81.150.214.251,29030,UDP,89765,smart vaccums,231,timeout
2024-04-19 22:29:40,1.146.24.7,40165,UDP,28153,smart camera system,216,timeout
2024-08-02 22:59:45,42.196.124.100,60285,UDP,41655,smart vaccums,220,timeout
2024-07-17 21:10:15,211.213.176.211,12395,TCP,29416,smart vaccums,258,success
2024-02-04 22:35:32,190.22.41.9,33101,UDP,17532,smart bulb system,460,timeout
2024-02-23 14:29:28,129.190.120.107,53779,UDP,46912,smart vaccums,293,timeout
2024-02-25 15:23:16,130.236.17.173,38490,TCP,77235,alexa,427,failure
2024-08-13 02:49:17,16.60.232.171,3051,UDP,12922,smart bulb system,112,failure
2024-08-01 01:42:40,52.29.213.136,56484,ICMP,86461,alexa,194,failure
2024-01-07 13:23:36,2.128.177.253,25780,ICMP,62363,smart camera system,470,failure
2024-01-10 14:35:43,32.17.50.36,52858,TCP,61647,smart vaccums,161,failure
2024-04-23 21:01:11,146.134.186.101,30929,UDP,29227,alexa,407,timeout
2024-02-25 11:44:46,255.41.142.165,24483,TCP,86637,smart bulb system,224,timeout
2024-06-22 10:18:19,202.40.162.132,28612,ICMP,49050,smart vaccums,305,success
2024-01-31 07:39:56,199.94.213.246,51994,UDP,20593,smart bulb system,321,success
2024-06-09 05:51:34,255.22.145.9,54882,UDP,19842,smart bulb system,120,failure
2024-01-14 02:03:45,62.227.57.230,32047,UDP,91082,smart vaccums,239,failure
2024-07-27 19:11:56,11.97.43.20,4375,TCP,28665,smart bulb system,215,success
2024-08-13 06:13:47,181.49.53.15,23548,ICMP,309,smart vaccums,256,failure
2024-08-14 07:50:05,121.73.151.201,8370,ICMP,81755,smart bulb system,162,timeout
2024-04-26 12:05:17,96.252.217.72,46213,TCP,49648,smart camera system,311,timeout
2024-01-05 05:25:22,16.145.182.167,3581,UDP,46828,smart camera system,210,timeout
2024-02-29 11:22:35,212.74.111.91,32259,TCP,84185,smart vaccums,83,failure
2024-06-06 04:48:54,9.46.1.242,54909,UDP,55707,alexa,450,timeout
2024-03-15 13:38:38,177.129.49.113,3922,TCP,60625,smart vaccums,292,failure
2024-05-08 18:50:17,118.8.185.142,20642,UDP,35167,smart vaccums,469,timeout
2024-01-11 05:37:02,71.83.218.247,52876,UDP,99374,smart vaccums,383,failure
2024-03-20 20:01:34,70.233.177.242,27308,TCP,12554,alexa,153,failure
2024-03-16 10:04:32,236.235.10.219,5990,ICMP,77207,alexa,189,failure
2024-01-10 10:47:02,175.114.94.2,1294,TCP,96691,alexa,195,failure
2024-03-18 05:54:59,186.29.6.235,36801,ICMP,69026,alexa,4,success
2024-02-16 22:40:41,32.220.216.60,49465,ICMP,7634,smart camera system,293,success
2024-08-13 19:23:08,206.144.93.51,60099,UDP,17530,alexa,382,timeout
2024-02-04 10:40:57,212.212.6.127,49833,UDP,71796,smart camera system,391,failure
2024-07-02 13:29:37,75.198.254.97,50221,ICMP,21672,smart vaccums,28,failure
2024-06-19 05:10:10,58.173.58.186,35609,TCP,76059,smart camera system,114,success
2024-07-29 17:22:19,171.13.83.190,44681,TCP,83047,smart bulb system,169,failure
2024-04-22 19:58:54,224.149.143.103,24100,TCP,37582,alexa,449,success
2024-01-01 10:07:55,187.200.123.207,62208,UDP,45354,smart camera system,112,success
2024-03-11 15:43:33,20.82.245.187,31064,TCP,21800,smart camera system,172,timeout
2024-02-17 17:41:19,138.206.7.145,21284,TCP,79667,smart camera system,442,failure
2024-04-17 20:06:06,61.92.178.211,19065,ICMP,29180,alexa,401,failure
2024-07-20 19:05:16,207.106.188.152,40253,UDP,83813,smart camera system,360,success
2024-04-21 02:44:26,108.1.243.171,30874,ICMP,36703,smart vaccums,246,timeout
2024-05-02 14:55:19,192.33.44.224,2334,ICMP,20484,alexa,470,failure
2024-05-18 17:20:50,203.243.243.155,45873,UDP,85279,smart camera system,345,success
2024-06-11 03:17:15,16.31.202.172,42303,UDP,7136,smart camera system,296,timeout
2024-02-12 07:18:27,79.127.77.51,22549,ICMP,44474,smart camera system,199,timeout
2024-03-24 10:18:02,17.233.216.127,8998,ICMP,28029,alexa,419,success
